,Timestamp,Machine,Temperature,Pressure,PartLength,PartResistance
83,2022-03-08 00:06:50,1,303,100,50.20198577,4.26517621
84,2022-03-08 00:06:55,1,303,100,50.16653864,4.256816086
85,2022-03-08 00:07:00,1,303,100,49.92205767,5.050260094
86,2022-03-08 00:07:05,1,303,100,47.95907428,5.043658004
87,2022-03-08 00:07:10,1,303,100,47.3859936,5.03902006
88,2022-03-08 00:07:15,1,303,100,48.69807226,5.404804628
89,2022-03-08 00:07:20,1,303,100,50.70041442,5.033678009
90,2022-03-08 00:07:25,1,303,100,50.82699482,5.345198486
91,2022-03-08 00:07:30,1,303,100,49.6699722,5.401122363
92,2022-03-08 00:07:35,1,303,100,49.32830172,5.567641977
93,2022-03-08 00:07:40,1,303,100,51.13301437,5.382538977
94,2022-03-08 00:07:45,1,303,100,48.38720298,4.58692234
95,2022-03-08 00:07:50,1,303,100,50.68706417,4.732086588
96,2022-03-08 00:07:55,1,303,100,49.3471391,4.870117134
97,2022-03-08 00:08:00,1,303,100,49.28012396,5.013964074
98,2022-03-08 00:08:05,1,303,100,49.51724061,5.035354042
99,2022-03-08 00:08:10,1,303,100,50.0821953,5.45937278
100,2022-03-08 00:08:15,1,303,100,49.38026469,4.904459274
101,2022-03-08 00:08:20,1,303,100,50.34536014,4.95717128
102,2022-03-08 00:08:25,1,303,100,50.31762348,5.153034142
103,2022-03-08 00:08:30,1,303,100,50.26770329,4.642621818
104,2022-03-08 00:08:35,1,303,100,48.59155002,5.447278211
105,2022-03-08 00:08:40,1,303,100,49.97239592,4.923773524
106,2022-03-08 00:08:45,1,303,100,50.45019541,4.436909039
107,2022-03-08 00:08:50,1,303,100,47.73522968,5.55847772
108,2022-03-08 00:08:55,1,303,100,50.87655714,5.752788347
109,2022-03-08 00:09:00,1,303,100,48.2426815,5.35384825
110,2022-03-08 00:09:05,1,303,100,47.86113425,4.847863963
111,2022-03-08 00:09:10,1,303,100,48.57748556,4.548854339
112,2022-03-08 00:09:15,1,303,100,49.13653329,4.923858868
113,2022-03-08 00:09:20,1,303,100,50.32140994,4.5844113
114,2022-03-08 00:09:25,1,303,100,49.37322312,4.857999329
115,2022-03-08 00:09:30,1,303,100,49.79784125,4.818097348
116,2022-03-08 00:09:35,1,303,100,50.41383705,5.334130646
117,2022-03-08 00:09:40,1,303,100,49.86559409,5.380046244
118,2022-03-08 00:09:45,1,303,100,48.30311176,5.125000936
119,2022-03-08 00:09:50,1,303,100,49.9969296,4.765824401
120,2022-03-08 00:09:55,1,303,100,49.94685818,5.057876334
121,2022-03-08 00:10:00,1,303,100,47.96109152,5.576684217
122,2022-03-08 00:10:05,1,303,100,47.89939829,5.275703594
123,2022-03-08 00:10:10,1,303,100,49.14061914,4.621218707
124,2022-03-08 00:10:15,1,303,100,50.2458559,5.45292519
125,2022-03-08 00:10:20,1,303,100,49.43438602,4.876848657
126,2022-03-08 00:10:25,1,303,100,49.34965504,5.190212569
127,2022-03-08 00:10:30,1,303,100,49.43360866,5.416855173
128,2022-03-08 00:10:35,1,303,100,48.62698228,4.926932145
129,2022-03-08 00:10:40,1,303,100,50.42363451,4.908486297
130,2022-03-08 00:10:45,1,303,100,50.31901769,4.691278927
131,2022-03-08 00:10:50,1,303,100,49.82822937,4.643551605
132,2022-03-08 00:10:55,1,303,100,50.89110169,5.2839586
133,2022-03-08 00:11:00,1,303,100,49.21292065,4.77739683
134,2022-03-08 00:11:05,1,303,100,50.20911761,5.018816313
135,2022-03-08 00:11:10,1,303,100,49.58828608,5.008177699
136,2022-03-08 00:11:15,1,303,100,48.80387289,5.02388653
137,2022-03-08 00:11:20,1,303,100,49.5522812,4.79181529
138,2022-03-08 00:11:25,1,303,100,47.97824558,4.906810023
139,2022-03-08 00:11:30,1,303,100,49.9740482,5.227675925
140,2022-03-08 00:11:35,1,303,100,49.54153701,5.307223672
141,2022-03-08 00:11:40,1,303,100,50.42944794,4.810029726
142,2022-03-08 00:11:45,1,303,100,50.18625427,5.686099196
143,2022-03-08 00:11:50,1,303,100,49.47720379,4.801838623
144,2022-03-08 00:11:55,1,303,100,50.24246105,4.973827951
145,2022-03-08 00:12:00,1,303,100,49.1063402,4.88144816
146,2022-03-08 00:12:05,1,303,100,50.09531523,4.891220119
147,2022-03-08 00:12:10,1,303,100,49.36053814,5.377598701
148,2022-03-08 00:12:15,1,303,100,49.80023355,4.973202225
149,2022-03-08 00:12:20,1,303,100,48.86390834,5.054551372
150,2022-03-08 00:12:25,1,303,100,50.19555065,5.448578469
151,2022-03-08 00:12:30,1,303,100,49.58671594,4.475884399
152,2022-03-08 00:12:35,1,303,100,50.11804389,5.374665459
153,2022-03-08 00:12:40,1,303,100,51.12159278,5.382382667
154,2022-03-08 00:12:45,1,303,100,49.10432827,5.156084864
155,2022-03-08 00:12:50,1,303,100,48.61766039,4.672758692
156,2022-03-08 00:12:55,1,303,100,48.99193825,4.853283648
157,2022-03-08 00:13:00,1,303,100,48.66012957,5.140809943
158,2022-03-08 00:13:05,1,303,100,49.93301773,5.303572007
159,2022-03-08 00:13:10,1,303,100,47.7029713,5.217909273
160,2022-03-08 00:13:15,1,303,100,49.72565176,4.985658044
161,2022-03-08 00:13:20,1,303,100,49.54592429,5.283194929
162,2022-03-08 00:13:25,1,303,100,49.47626879,5.004622845
163,2022-03-08 00:13:30,1,303,100,49.4993582,5.044637171
164,2022-03-08 00:13:35,1,303,100,49.33564891,5.245518948
165,2022-03-08 00:13:40,1,303,100,50.91114662,5.270230837
166,2022-03-08 00:13:45,1,303,100,49.90837007,5.223762172
167,2022-03-08 00:13:50,1,303,100,49.6657715,4.788053447
168,2022-03-08 00:13:55,1,303,100,50.52888613,5.100430817
169,2022-03-08 00:14:00,1,303,100,50.07653528,4.724883843
170,2022-03-08 00:14:05,1,303,100,49.58252215,5.088509894
171,2022-03-08 00:14:10,1,303,100,48.29782901,5.719739741
172,2022-03-08 00:14:15,1,303,100,48.39138803,5.298697974
173,2022-03-08 00:14:20,1,303,100,48.33306904,4.484201924
174,2022-03-08 00:14:25,1,303,100,48.5793533,5.207108883
175,2022-03-08 00:14:30,1,303,100,50.25934427,4.973523846
176,2022-03-08 00:14:35,1,303,100,48.57454361,5.09382997
177,2022-03-08 00:14:40,1,303,100,49.4891744,5.108173797
178,2022-03-08 00:14:45,1,303,100,49.72204124,4.66030092
179,2022-03-08 00:14:50,1,303,100,48.8938871,5.512114506
180,2022-03-08 00:14:55,1,303,100,51.38139268,5.502171136
181,2022-03-08 00:15:00,1,303,100,49.16517575,4.815709635
182,2022-03-08 00:15:05,1,303,100,49.37115241,4.791200732
183,2022-03-08 00:15:10,1,303,100,50.10601594,5.156878353
184,2022-03-08 00:15:15,1,303,100,49.47674955,5.316657573
185,2022-03-08 00:15:20,1,303,100,48.97045104,4.855318646
186,2022-03-08 00:15:25,1,303,100,49.55640262,4.8919579
187,2022-03-08 00:15:30,1,303,100,50.38966456,4.966136228
188,2022-03-08 00:15:35,1,303,100,49.80548048,5.026956968
189,2022-03-08 00:15:40,1,303,100,49.35404389,5.133195184
190,2022-03-08 00:15:45,1,303,100,48.18461652,5.119344927
191,2022-03-08 00:15:50,1,303,100,49.54834249,4.647458388
192,2022-03-08 00:15:55,1,303,100,50.25793111,5.086833607
193,2022-03-08 00:16:00,1,303,100,49.08496007,5.321345104
194,2022-03-08 00:16:05,1,303,100,48.57949694,4.993969928
195,2022-03-08 00:16:10,1,303,100,50.19705212,5.071515391
196,2022-03-08 00:16:15,1,303,100,49.33624852,4.916228527
197,2022-03-08 00:16:20,1,303,100,49.44539442,4.776141982
198,2022-03-08 00:16:25,1,303,100,50.202598,4.478928194
199,2022-03-08 00:16:30,1,303,100,50.43155908,5.476503601
200,2022-03-08 00:16:35,1,303,100,49.67703474,4.962564593
201,2022-03-09 00:00:00,1,303,200,49.08701292,4.350163299
202,2022-03-09 00:00:05,1,303,200,48.86290062,4.482244223
203,2022-03-09 00:00:10,1,303,200,49.41941373,3.834134685
204,2022-03-09 00:00:15,1,303,200,49.03249277,4.504572828
205,2022-03-09 00:00:20,1,303,200,48.77193156,3.819644728
206,2022-03-09 00:00:25,1,303,200,48.69738676,4.590415181
207,2022-03-09 00:00:30,1,303,200,48.69959653,4.335554447
208,2022-03-09 00:00:35,1,303,200,50.46275983,4.382949377
209,2022-03-09 00:00:40,1,303,200,50.69651016,3.883463695
210,2022-03-09 00:00:45,1,303,200,49.77640626,4.385596252
211,2022-03-09 00:00:50,1,303,200,49.47445337,4.35259868
212,2022-03-09 00:00:55,1,303,200,49.35691567,4.254368397
213,2022-03-09 00:01:00,1,303,200,49.60528473,4.372454734
214,2022-03-09 00:01:05,1,303,200,48.58267958,4.426105427
215,2022-03-09 00:01:10,1,303,200,49.06252066,3.972173185
216,2022-03-09 00:01:15,1,303,200,48.14793522,3.915617819
217,2022-03-09 00:01:20,1,303,200,49.3183257,4.368273641
218,2022-03-09 00:01:25,1,303,200,48.89327188,4.011568792
219,2022-03-09 00:01:30,1,303,200,50.1322631,4.612203483
220,2022-03-09 00:01:35,1,303,200,51.19503723,4.561403755
221,2022-03-09 00:01:40,1,303,200,48.68539848,4.341865866
222,2022-03-09 00:01:45,1,303,200,49.91893311,3.967170121
223,2022-03-09 00:01:50,1,303,200,50.44180703,4.79188201
224,2022-03-09 00:01:55,1,303,200,49.39708832,4.94951027
225,2022-03-09 00:02:00,1,303,200,50.52186204,4.331519535
226,2022-03-09 00:02:05,1,303,200,50.03970983,4.403767788
227,2022-03-09 00:02:10,1,303,200,49.56637764,4.317039773
228,2022-03-09 00:02:15,1,303,200,48.32686695,4.605955354
229,2022-03-09 00:02:20,1,303,200,49.71341203,4.156773085
230,2022-03-09 00:02:25,1,303,200,48.58490165,4.070335213
231,2022-03-09 00:02:30,1,303,200,50.93180148,4.332753639
232,2022-03-09 00:02:35,1,303,200,49.37567759,4.674675002
233,2022-03-09 00:02:40,1,303,200,48.62934025,3.987478992
234,2022-03-09 00:02:45,1,303,200,47.16087743,4.212282642
235,2022-03-09 00:02:50,1,303,200,49.25562594,4.016388407
236,2022-03-09 00:02:55,1,303,200,49.01396442,4.228363262
237,2022-03-09 00:03:00,1,303,200,48.9664661,3.81449788
238,2022-03-09 00:03:05,1,303,200,50.68033018,4.418126055
239,2022-03-09 00:03:10,1,303,200,48.72790044,3.965583566
240,2022-03-09 00:03:15,1,303,200,48.96230533,4.287011682
241,2022-03-09 00:03:20,1,303,200,49.45053527,4.438727923
242,2022-03-09 00:03:25,1,303,200,50.01639338,4.019813905
243,2022-03-09 00:03:30,1,303,200,48.99679383,4.570973397
244,2022-03-09 00:03:35,1,303,200,49.02969393,4.300512235
245,2022-03-09 00:03:40,1,303,200,49.51073952,4.065371185
246,2022-03-09 00:03:45,1,303,200,49.57130059,4.311228054
247,2022-03-09 00:03:50,1,303,200,49.00927482,4.316526108
248,2022-03-09 00:03:55,1,303,200,49.95680871,4.491165794
249,2022-03-09 00:04:00,1,303,200,50.34905173,4.371821322
250,2022-03-09 00:04:05,1,303,200,50.49840419,4.18846365
251,2022-03-09 00:04:10,1,303,200,49.88783616,4.640037069
252,2022-03-09 00:04:15,1,303,200,49.17552421,3.660216837
253,2022-03-09 00:04:20,1,303,200,49.44759831,3.735926545
254,2022-03-09 00:04:25,1,303,200,49.4085681,4.324514478
255,2022-03-09 00:04:30,1,303,200,49.20234829,4.717243296
256,2022-03-09 00:04:35,1,303,200,49.13091166,4.138652281
257,2022-03-09 00:04:40,1,303,200,49.64029845,3.817688861
258,2022-03-09 00:04:45,1,303,200,49.0564148,4.478233626
259,2022-03-09 00:04:50,1,303,200,48.53372248,4.313319683
260,2022-03-09 00:04:55,1,303,200,48.80932094,4.617419703
261,2022-03-09 00:05:00,1,303,200,50.03101273,4.275006181
262,2022-03-09 00:05:05,1,303,200,49.1989265,4.571180558
263,2022-03-09 00:05:10,1,303,200,49.14732948,4.623063802
264,2022-03-09 00:05:15,1,303,200,49.38576308,4.216306752
265,2022-03-09 00:05:20,1,303,200,48.62510533,4.08736058
266,2022-03-09 00:05:25,1,303,200,48.53331988,4.627549658
267,2022-03-09 00:05:30,1,303,200,49.38814391,4.475335964
268,2022-03-09 00:05:35,1,303,200,51.31745371,4.227528139
269,2022-03-09 00:05:40,1,303,200,50.95023114,4.435253544
270,2022-03-09 00:05:45,1,303,200,48.82388594,4.127745624
271,2022-03-09 00:05:50,1,303,200,49.42585177,3.828667179
272,2022-03-09 00:05:55,1,303,200,49.33520439,4.24640317
273,2022-03-09 00:06:00,1,303,200,49.26091573,4.48270052
274,2022-03-09 00:06:05,1,303,200,49.0041678,4.407445871
275,2022-03-09 00:06:10,1,303,200,48.96400851,4.285653117
276,2022-03-09 00:06:15,1,303,200,48.16450163,4.556063729
277,2022-03-09 00:06:20,1,303,200,51.0585247,4.532064955
278,2022-03-09 00:06:25,1,303,200,50.63009336,4.412388742
279,2022-03-09 00:06:30,1,303,200,49.07225389,4.11837109
280,2022-03-09 00:06:35,1,303,200,49.45722103,4.281048504
281,2022-03-09 00:06:40,1,303,200,49.10115195,4.428375152
282,2022-03-09 00:06:45,1,303,200,49.00159134,3.876887504
283,2022-03-09 00:06:50,1,303,200,48.6577892,4.029276629
284,2022-03-09 00:06:55,1,303,200,47.86785608,4.772383979
285,2022-03-09 00:07:00,1,303,200,48.91988883,3.996159076
286,2022-03-09 00:07:05,1,303,200,49.26060631,4.434144789
287,2022-03-09 00:07:10,1,303,200,50.35952241,4.97939261
288,2022-03-09 00:07:15,1,303,200,50.71751486,4.903063147
289,2022-03-09 00:07:20,1,303,200,50.0627407,4.340608842
290,2022-03-09 00:07:25,1,303,200,49.75036095,4.465925585
291,2022-03-09 00:07:30,1,303,200,50.05991328,4.420089849
292,2022-03-09 00:07:35,1,303,200,49.18328283,4.063664277
293,2022-03-09 00:07:40,1,303,200,49.80368684,4.534011075
294,2022-03-09 00:07:45,1,303,200,49.03671697,4.162391396
295,2022-03-09 00:07:50,1,303,200,49.6788275,4.200744913
296,2022-03-09 00:07:55,1,303,200,50.7947215,4.634703388
297,2022-03-09 00:08:00,1,303,200,49.93280548,4.141704764
298,2022-03-09 00:08:05,1,303,200,49.5151715,4.635316691
299,2022-03-09 00:08:10,1,303,200,48.86132771,4.024109764
300,2022-03-09 00:08:15,1,303,200,49.3457682,3.964773508
301,2022-03-09 00:08:20,1,303,200,50.24456005,4.482968833
302,2022-03-09 00:08:25,1,303,200,48.7314977,4.555238758
303,2022-03-09 00:08:30,1,303,200,48.31030845,4.1635662
304,2022-03-09 00:08:35,1,303,200,49.38246887,4.392407137
305,2022-03-09 00:08:40,1,303,200,51.13472088,4.07845014
306,2022-03-09 00:08:45,1,303,200,49.08642317,3.936899911
307,2022-03-09 00:08:50,1,303,200,50.35143121,4.233859508
308,2022-03-09 00:08:55,1,303,200,50.32319476,4.132119226
309,2022-03-09 00:09:00,1,303,200,49.23823631,4.870208576
310,2022-03-09 00:09:05,1,303,200,49.03033472,4.028189768
311,2022-03-09 00:09:10,1,303,200,49.43124407,4.129497334
312,2022-03-09 00:09:15,1,303,200,48.55479468,4.579039896
313,2022-03-09 00:09:20,1,303,200,49.15454614,4.692105059
314,2022-03-09 00:09:25,1,303,200,49.3636291,4.538720479
315,2022-03-09 00:09:30,1,303,200,49.1836074,4.436499204
316,2022-03-09 00:09:35,1,303,200,49.66360201,4.2009464
317,2022-03-09 00:09:40,1,303,200,48.64382893,3.804330015
318,2022-03-09 00:09:45,1,303,200,48.95563098,4.566357145
319,2022-03-09 00:09:50,1,303,200,49.52492578,4.516962158
320,2022-03-09 00:09:55,1,303,200,50.44241133,4.418081263
321,2022-03-09 00:10:00,1,303,200,48.90514624,4.127046828
322,2022-03-09 00:10:05,1,303,200,48.62877293,4.17495917
323,2022-03-09 00:10:10,1,303,200,49.03039423,4.17711321
324,2022-03-09 00:10:15,1,303,200,49.10736235,4.23252308
325,2022-03-09 00:10:20,1,303,200,49.44383211,4.317461505
326,2022-03-09 00:10:25,1,303,200,50.12705272,4.38055841
327,2022-03-09 00:10:30,1,303,200,50.08579235,3.647933239
328,2022-03-09 00:10:35,1,303,200,49.53077448,4.42609322
329,2022-03-09 00:10:40,1,303,200,48.39284721,3.998189167
330,2022-03-09 00:10:45,1,303,200,49.45723494,4.146427089
331,2022-03-09 00:10:50,1,303,200,49.14251855,3.752730426
332,2022-03-09 00:10:55,1,303,200,49.6714066,4.379863161
333,2022-03-09 00:11:00,1,303,200,48.99481728,4.181113982
334,2022-03-09 00:11:05,1,303,200,50.40526184,3.980211001
335,2022-03-09 00:11:10,1,303,200,49.34390738,4.322721241
336,2022-03-09 00:11:15,1,303,200,49.76134048,4.048114882
337,2022-03-09 00:11:20,1,303,200,48.89587419,4.214055859
338,2022-03-09 00:11:25,1,303,200,49.66591995,4.341925715
339,2022-03-09 00:11:30,1,303,200,50.84383688,4.585758547
340,2022-03-09 00:11:35,1,303,200,49.20426934,4.876576363
341,2022-03-09 00:11:40,1,303,200,48.77142423,4.377067082
342,2022-03-09 00:11:45,1,303,200,50.17422795,4.350451306
343,2022-03-09 00:11:50,1,303,200,49.4833034,4.360045743
344,2022-03-09 00:11:55,1,303,200,49.43383865,4.607757969
345,2022-03-09 00:12:00,1,303,200,49.34844466,4.507659146
346,2022-03-09 00:12:05,1,303,200,50.53867132,4.350318679
347,2022-03-09 00:12:10,1,303,200,49.44418578,4.265008065
348,2022-03-09 00:12:15,1,303,200,49.40950039,4.312489923
349,2022-03-09 00:12:20,1,303,200,49.09834955,4.214645102
350,2022-03-09 00:12:25,1,303,200,50.76087392,4.485152364
351,2022-03-09 00:12:30,1,303,200,48.83725335,4.49674678
352,2022-03-09 00:12:35,1,303,200,49.26675634,4.056495624
353,2022-03-09 00:12:40,1,303,200,49.42238814,4.521611748
354,2022-03-09 00:12:45,1,303,200,49.47229651,4.570954711
355,2022-03-09 00:12:50,1,303,200,50.2275791,3.916521055
356,2022-03-09 00:12:55,1,303,200,50.86421944,4.342245359
357,2022-03-09 00:13:00,1,303,200,50.23960926,3.783571407
358,2022-03-09 00:13:05,1,303,200,49.88486986,5.04340063
359,2022-03-09 00:13:10,1,303,200,47.58938292,4.296276676
360,2022-03-09 00:13:15,1,303,200,49.53053305,4.127208445
361,2022-03-09 00:13:20,1,303,200,48.44612127,4.734986727
362,2022-03-09 00:13:25,1,303,200,50.84856408,4.138243444
363,2022-03-09 00:13:30,1,303,200,49.69760462,4.129207662
364,2022-03-09 00:13:35,1,303,200,49.34595088,4.55786058
365,2022-03-09 00:13:40,1,303,200,49.08527562,3.895120618
366,2022-03-09 00:13:45,1,303,200,49.35950138,4.410679285
367,2022-03-09 00:13:50,1,303,200,48.24725243,4.949536351
368,2022-03-09 00:13:55,1,303,200,49.60882899,4.067377685
369,2022-03-09 00:14:00,1,303,200,51.2916866,3.837143715
370,2022-03-09 00:14:05,1,303,200,50.04886925,4.191904974
371,2022-03-09 00:14:10,1,303,200,49.17552824,4.354678287
372,2022-03-09 00:14:15,1,303,200,50.00837327,4.141727207
373,2022-03-09 00:14:20,1,303,200,48.1826918,4.577124113
374,2022-03-09 00:14:25,1,303,200,50.70704337,4.176455773
375,2022-03-09 00:14:30,1,303,200,50.08894348,3.907502497
376,2022-03-09 00:14:35,1,303,200,49.56235808,4.723148331
377,2022-03-09 00:14:40,1,303,200,49.43019532,4.333673964
378,2022-03-09 00:14:45,1,303,200,48.93215874,4.340439206
379,2022-03-09 00:14:50,1,303,200,50.50003316,3.928228001
380,2022-03-09 00:14:55,1,303,200,49.62481049,4.62384355
381,2022-03-09 00:15:00,1,303,200,48.14003789,4.084857444
382,2022-03-09 00:15:05,1,303,200,50.33938484,4.379033536
383,2022-03-09 00:15:10,1,303,200,47.99732027,4.248928754
384,2022-03-09 00:15:15,1,303,200,49.25455999,4.010157685
385,2022-03-09 00:15:20,1,303,200,49.67650426,4.630155222
386,2022-03-09 00:15:25,1,303,200,50.08038869,4.259233713
387,2022-03-09 00:15:30,1,303,200,50.63448002,4.08226036
388,2022-03-09 00:15:35,1,303,200,50.13959401,3.978973397
389,2022-03-09 00:15:40,1,303,200,47.58725678,3.838785344
390,2022-03-09 00:15:45,1,303,200,49.4754263,4.462576559
391,2022-03-09 00:15:50,1,303,200,48.84357488,4.378002306
392,2022-03-09 00:15:55,1,303,200,49.28659357,4.290612636
393,2022-03-09 00:16:00,1,303,200,50.54019255,4.411526463
394,2022-03-09 00:16:05,1,303,200,49.99738884,4.141049971
395,2022-03-09 00:16:10,1,303,200,49.30747382,3.760225305
396,2022-03-09 00:16:15,1,303,200,49.26136868,4.669350257
397,2022-03-09 00:16:20,1,303,200,48.35996622,4.382510598
398,2022-03-09 00:16:25,1,303,200,48.5587369,4.363399414
399,2022-03-09 00:16:30,1,303,200,49.95692185,3.940709106
400,2022-03-09 00:16:35,1,303,200,49.29783678,3.874418879
401,2022-03-10 00:00:00,1,303,300,50.73199704,3.77717337
402,2022-03-10 00:00:05,1,303,300,48.84072475,3.158629015
403,2022-03-10 00:00:10,1,303,300,49.84568587,3.249971339
404,2022-03-10 00:00:15,1,303,300,50.64765216,3.833606773
405,2022-03-10 00:00:20,1,303,300,48.5569392,3.280600559
406,2022-03-10 00:00:25,1,303,300,50.01289075,3.666801291
407,2022-03-10 00:00:30,1,303,300,49.9030324,2.895625568
408,2022-03-10 00:00:35,1,303,300,49.57032206,3.408762309
409,2022-03-10 00:00:40,1,303,300,49.28974125,4.021871209
410,2022-03-10 00:00:45,1,303,300,49.75050363,3.185503762
411,2022-03-10 00:00:50,1,303,300,50.22965712,3.692173439
412,2022-03-10 00:00:55,1,303,300,48.91031494,3.385723512
413,2022-03-10 00:01:00,1,303,300,49.13932269,3.163515277
414,2022-03-10 00:01:05,1,303,300,49.9626665,2.988317858
415,2022-03-10 00:01:10,1,303,300,49.91988926,3.346586735
416,2022-03-10 00:01:15,1,303,300,49.74635755,3.238642547
417,2022-03-10 00:01:20,1,303,300,48.3003578,3.522448839
418,2022-03-10 00:01:25,1,303,300,48.66283695,3.32427539
419,2022-03-10 00:01:30,1,303,300,49.831848,3.407446108
420,2022-03-10 00:01:35,1,303,300,49.11560148,3.290093007
421,2022-03-10 00:01:40,1,303,300,50.36781033,3.38793056
422,2022-03-10 00:01:45,1,303,300,50.19313324,3.238261625
